% X;Y;w (m) @ lambda=1;w (m) @ lambda=2;w (m) @ lambda=3;w (m) @ lambda=4;w (m) @ lambda=5;w (m) @ lambda=6;w (m) @ lambda=7;w (m) @ lambda=8;w (m) @ lambda=9;w (m) @ lambda=10;w (m) @ lambda=11;w (m) @ lambda=12;w (m) @ lambda=13;w (m) @ lambda=14;w (m) @ lambda=15;w (m) @ lambda=16;w (m) @ lambda=17;w (m) @ lambda=18;w (m) @ lambda=19;w (m) @ lambda=20;w (m) @ lambda=21;w (m) @ lambda=22;w (m) @ lambda=23;w (m) @ lambda=24;w (m) @ lambda=25;w (m) @ lambda=26;w (m) @ lambda=27;w (m) @ lambda=28;w (m) @ lambda=29;w (m) @ lambda=30
2.7;0.1;4.954071841959365E-7;1.8658154358446783E-7;-4.7080789450821486E-8;-4.173855945553458E-6;-9.196078802681412E-6;1.3265518275227825E-5;-7.238292626161101E-6;9.90389019946688E-6;5.2379424460900755E-6;-5.8410061216846094E-6;3.2486720659366216E-6;-1.0872517987007975E-5;4.607284640555467E-6;-2.42614674871304E-6;-1.33990726469327E-5;-8.037597360039584E-7;1.0143059832091092E-5;6.843300645435919E-8;-1.1655484167496691E-5;1.9849955290313036E-6;2.4718229663544696E-6;6.489275579051737E-6;-1.0381047335982803E-5;-3.404632208857392E-6;5.531491477399423E-6;-4.9316678553475E-6;-7.780347632393353E-6;4.8251717446890714E-6;-2.5851497406559284E-6;-4.6936411150501854E-6
2.9;0.1;4.822041046582257E-7;1.4590880228750025E-7;5.900429426056828E-8;-4.441804455327497E-6;-8.914050788328304E-6;1.3205096912925128E-5;-6.65485505714422E-6;1.0491409925760418E-5;4.717627256600847E-6;-6.170823855825909E-6;2.3930365769439122E-6;-1.075015737436655E-5;4.978424839822702E-6;-3.7151251113653426E-6;-1.3244290699838642E-5;-1.3577355774346422E-6;1.0887308403820742E-5;-1.3382821124970725E-6;-1.0620410324028625E-5;2.665280895819806E-6;2.079879653791652E-6;5.563952470872839E-6;-1.123343172199486E-5;-1.817686698771676E-6;5.533240642377823E-6;-2.801086485230778E-6;-9.106486096202E-6;2.491327642594575E-6;-3.723825033607575E-6;-5.695665703731214E-6
3.1;0.1;4.6900104001429727E-7;1.0523606354893915E-7;1.6508935432505428E-7;-4.709752940163659E-6;-8.632022580467537E-6;1.3144675049392671E-5;-6.059591110657258E-6;1.1037164211323643E-5;4.230999607297646E-6;-6.447850613632395E-6;1.548187833209567E-6;-1.0582213467487337E-5;5.141537079289245E-6;-4.948307546705715E-6;-1.2857243978317847E-5;-1.7762526992622457E-6;1.1328168094297627E-5;-2.7668069241138053E-6;-9.377637786144117E-6;3.5322690128930487E-6;1.4654382533519686E-6;4.521915129647941E-6;-1.1727446334826677E-5;-4.163508753322408E-8;5.284257626054564E-6;-8.00182657703278E-7;-1.0341929275842433E-5;2.540046663131454E-7;-4.818142200920089E-6;-6.577334282721917E-6
3.3000000000000003;0.1;4.557979911476117E-7;6.456332802863644E-8;2.711743858598418E-7;-4.977701390452315E-6;-8.3499941746336E-6;1.3084252667339156E-5;-5.453277483532314E-6;1.1538046748323596E-5;3.781630038331606E-6;-6.668039892894045E-6;7.196553443353087E-7;-1.0373051562104372E-5;5.097223146869433E-6;-6.110056963400251E-6;-1.2240694361172004E-5;-2.056899715874478E-6;1.1455585738468702E-5;-4.191390107289851E-6;-7.985699641246158E-6;4.540104833938119E-6;6.739242589904779E-7;3.4031533715841726E-6;-1.1845066010385635E-5;1.8596119884777402E-6;4.8241910517250485E-6;9.167886901329722E-7;-1.1378627678494984E-5;-1.7363888021515148E-6;-5.7521794743007175E-6;-7.300755646338128E-6
3.5;0.1;4.425949590064448E-7;2.3890596768199117E-8;3.7725938375550084E-7;-5.2456497959923776E-6;-8.067965570035014E-6;1.3023829755581204E-5;-4.836808888834039E-6;1.1991151777852106E-5;3.372891908591291E-6;-6.827762803530866E-6;-8.7034772983026E-8;-1.0128004207313204E-5;4.850745210732486E-6;-7.1853297891651655E-6;-1.140237908247735E-5;-2.201023712855257E-6;1.1268033539758943E-5;-5.585061160603193E-6;-6.509704780000445E-6;5.636341811670118E-6;-2.408431550111206E-7;2.250882842521426E-6;-1.1580463663568012E-5;3.8144895293111767E-6;4.202628917168659E-6;2.217240930657173E-6;-1.2122685624629323E-5;-3.3497325079064012E-6;-6.423305686346861E-6;-7.830618853730523E-6
3.7;0.1;4.2939194441389706E-7;-1.6782128708716708E-8;4.833443429931423E-7;-5.513598146030064E-6;-7.785936769158745E-6;1.2963406308265381E-5;-4.211177301064552E-6;1.2393808957242259E-5;3.007910206907561E-6;-6.923866641874275E-6;-8.66463465832611E-7;-9.853258650253984E-6;4.411976699538085E-6;-8.159990955966704E-6;-1.0354894414235053E-5;-2.2137546292848834E-6;1.0772658162258574E-5;-6.9203720484618965E-6;-5.01839803743898E-6;6.764498049641624E-6;-1.2193028646876672E-6;1.1094387611833555E-6;-1.0940403819086345E-5;5.747066771837518E-6;3.476134876169645E-6;3.000426118036058E-6;-1.250208092604741E-5;-4.486253972150288E-6;-6.750673793846858E-6;-8.135896051914135E-6
3.9000000000000004;0.1;4.1618894796495186E-7;-5.745484675277099E-8;5.894292586965829E-7;-5.781546429220159E-6;-7.50390777742323E-6;1.2902982323999085E-5;-3.5774337213817515E-6;1.274361401535874E-5;2.6895153313237183E-6;-6.9537101416891725E-6;-1.6134519429439573E-6;-9.555720946874237E-6;3.795242463174418E-6;-9.021164776522022E-6;-9.115387684954921E-6;-2.1039628719680047E-6;9.985157332052209E-6;-8.170283433361469E-6;-3.5810716808342894E-6;7.866766633196882E-6;-2.198999646674047E-6;2.2061807267543162E-8;-9.944151836601718E-6;7.580699976267479E-6;2.705012155865922E-6;3.2051328599299497E-6;-1.2472635981661183E-5;-5.084327166497478E-6;-6.681791278974703E-6;-8.191549805346978E-6
4.1;0.1;4.0298596981842237E-7;-9.812755594678928E-8;6.955141264024548E-7;-6.049494633884715E-6;-7.22187860256281E-6;1.284255780506838E-5;-2.9367157997736045E-6;1.3038455769456973E-5;2.42020651563808E-6;-6.915246975922468E-6;-2.3230555128428984E-6;-9.242881633005818E-6;3.019026375552937E-6;-9.757354916779319E-6;-7.705400191280328E-6;-1.8839479741312385E-6;8.929463993032064E-6;-9.308650147186135E-6;-2.2643967089595636E-6;8.886928290702412E-6;-3.1178400308124467E-6;-9.710829025907709E-7;-8.623147186883899E-6;9.241343510247748E-6;1.9496016597792213E-6;2.814430567484304E-6;-1.2022178698867635E-5;-5.125081530775291E-6;-6.197208599603157E-6;-7.980266883076113E-6
4.3;0.1;3.897830098635296E-7;-1.3880025519096845E-7;8.015989418996259E-7;-6.317442747961218E-6;-6.939849254104874E-6;1.2782132756304758E-5;-2.290213086916953E-6;1.327653984015536E-5;2.2021184151406E-6;-6.807032072029318E-6;-2.9906673144327007E-6;-8.922636134236126E-6;2.1054870436292008E-6;-1.0358647379497997E-5;-6.1502301182163875E-6;-1.5690838381271176E-6;7.636839870590464E-6;-1.0310970429714667E-5;-1.129340118151957E-6;9.77317424816756E-6;-3.917206042200352E-6;-1.8349420363592123E-6;-7.0195889889854305E-6;1.0661087068747244E-5;1.2666778849089588E-6;1.8564092212959607E-6;-1.1171646681005439E-5;-4.633477888003468E-6;-5.311765344787019E-6;-7.493525912717788E-6
4.5;0.1;3.7658006778486616E-7;-1.794729434179978E-7;9.076837012598577E-7;-6.585390759019161E-6;-6.657819742850569E-6;1.2721707184198595E-5;-1.639169342098747E-6;1.34564008724591E-5;2.0369988758545923E-6;-6.628265153715997E-6;-3.612049947061625E-6;-8.60314514840827E-6;1.0801279013720733E-6;-1.0816882971895814E-5;-4.478611920947496E-6;-1.177514999797572E-6;6.145356617412636E-6;-1.1154979024049825E-5;-2.2863012451301792E-7;1.048038642120172E-5;-4.5445839624963254E-6;-2.54112876068134E-6;-5.185618070770681E-6;1.1781067278800743E-5;7.064486335211526E-7;4.0249975503766874E-7;-9.97420593660917E-6;-3.676794253696209E-6;-4.073753815204068E-6;-6.733044188659045E-6
4.699999999999999;0.1;3.6337714303049814E-7;-2.2014561945041582E-7;1.0137684009849016E-6;-6.853338654445643E-6;-6.375790080424507E-6;1.266128109621962E-5;-9.848531627966716E-7;1.3576930742740839E-5;1.926173414584948E-6;-6.378808311367997E-6;-4.183435461960897E-6;-8.292603609145E-6;-2.8953906350092778E-8;-1.1125878816702194E-5;-2.7218534917063388E-6;-7.295569770678305E-7;4.498549262425117E-6;-1.1821473589456663E-5;3.9603910569292163E-7;1.097273096534951E-5;-4.95655082863073E-6;-3.069568526143651E-6;-3.181201423086418E-6;1.2554777017319397E-5;3.0928344072088064E-7;-1.438504267052087E-6;-8.511335642752519E-6;-2.3590881008654174E-6;-2.56074292837461E-6;-5.711618603311974E-6
4.9;0.1;3.5017423496239595E-7;-2.608182817586699E-7;1.1198530379982898E-6;-7.121286421897355E-6;-6.093760279081746E-6;1.2600854500883566E-5;-3.285575968441228E-7;1.3637384316104816E-5;1.870534562524704E-6;-6.059193732270762E-6;-4.7015384838881875E-6;-7.99905514717889E-6;-1.1917359576921244E-6;-1.1281452666651093E-5;-9.131546366600905E-7;-2.470873604708953E-7;2.7440921715503823E-6;-1.2294690524447046E-5;7.157913845514133E-7;1.1225304067292426E-5;-5.12084932532333E-6;-3.4093455099420136E-6;-1.0719793095713168E-6;1.2949950622265663E-5;1.034217858051065E-7;-3.5293311765502278E-6;-6.886483235533649E-6;-8.12563994173872E-7;-8.729102130371146E-7;-4.453240772617206E-6
5.1;0.1;3.3697134274720236E-7;-3.014909286893534E-7;1.2259376099153914E-6;-7.3892340498930985E-6;-5.811730351777462E-6;1.2540427408431522E-5;3.283945314187351E-7;1.363738590029419E-5;1.8705324382345465E-6;-5.670645460614441E-6;-5.163563952809536E-6;-7.730240092598903E-6;-2.3768426535639E-6;-1.1281488944354759E-5;9.129420371281203E-7;2.46986177125743E-7;9.327299716403705E-7;-1.256269096135481E-5;7.158123423542779E-7;1.1225299093016132E-5;-5.017911693552956E-6;-3.55918667622645E-6;1.0724878797530151E-6;1.2950006277988898E-5;1.0344211197988778E-7;-5.714261834660013E-6;-5.2177698477247195E-6;8.121958106391866E-7;8.747107968359375E-7;-2.9933251186075997E-6
5.300000000000001;0.1;3.237684653413625E-7;-3.4216355893543834E-7;1.3320221151923817E-6;-7.657181528385774E-6;-5.52970031225821E-6;1.2479999831477592E-5;9.846812797537442E-7;1.3576935248594486E-5;1.9261686666255554E-6;-5.215043662386425E-6;-5.567268420752705E-6;-7.493386945104146E-6;-3.5524397697097893E-6;-1.1125968791520535E-5;2.7215703049870002E-6;7.294574371901897E-7;-8.835052524220803E-7;-1.2617747420466702E-5;3.9607611580941333E-7;1.0972724464226329E-5;-4.641896076163196E-6;-3.527567775311961E-6;3.181577619705125E-6;1.2554901700750058E-5;3.093547061124699E-7;-7.832008193172756E-6;-3.6284529827019036E-6;2.3586802165952263E-6;2.562325642353768E-6;-1.3777011557814688E-6
5.5;0.1;3.1056560177913737E-7;-3.8283617161335756E-7;1.4381065529071766E-6;-7.925128849253432E-6;-5.247670175098484E-6;1.2419571785631005E-5;1.6389865174340479E-6;1.3456407875014572E-5;2.0369918885798647E-6;-4.694926214286736E-6;-5.910980616561224E-6;-7.295030652605429E-6;-4.686933685608535E-6;-1.0817027919355555E-5;4.478266369543281E-6;1.1774483851377056E-6;-2.6526881348423548E-6;-1.245664362573059E-5;-2.285919091316287E-7;1.0480362915312034E-5;-4.000996048645017E-6;-3.332298042085081E-6;5.185888980406151E-6;1.1781246486547532E-5;7.065883538369385E-7;-9.72783889769968E-6;-2.2374218513754373E-6;3.6765248209539214E-6;4.075106539725875E-6;3.3846548093963795E-7
5.699999999999999;0.1;2.9736275099274663E-7;-4.235087661725981E-7;1.5441909229554014E-6;-8.193076006349565E-6;-4.9656399555222065E-6;1.2359143289310104E-5;2.2900187135439062E-6;1.3276550046303367E-5;2.202107977814656E-6;-4.113438640126123E-6;-6.1936171199596725E-6;-7.140873906313234E-6;-5.749728770871833E-6;-1.0358856205697324E-5;6.14980059875389E-6;1.5690449459227543E-6;-4.3245652409337405E-6;-1.2080671523605553E-5;-1.1292639999870455E-6;9.773156124479189E-6;-3.116990357331089E-6;-2.999633696838554E-6;7.019715535673519E-6;1.0661355831533164E-5;1.2668527199006815E-6;-1.1265628591536654E-5;-1.1500117575213407E-6;4.633317670898372E-6;5.312760485375639E-6;2.0926565657974885E-6
5.8999999999999995;0.1;2.8415991186157303E-7;-4.6418134234220233E-7;1.6502752259576266E-6;-8.461022995359664E-6;-4.6836096689589585E-6;1.2298714363081863E-5;2.936510189222106E-6;1.303847211477341E-5;2.4201893043735003E-6;-3.4743208062262347E-6;-6.414674382925138E-6;-7.035645052039766E-6;-6.711944336053534E-6;-9.757664615377772E-6;7.704877879438229E-6;1.8839348893925565E-6;-5.8519365402469734E-6;-1.1495670930686623E-5;-2.264202080701692E-6;8.886985423830313E-6;-2.0242232887940894E-6;-2.5629479232209036E-6;8.623182673658583E-6;9.241844270305383E-6;1.94976528955173E-6;-1.2338259547457548E-5;-4.496617956837145E-7;5.125102681430984E-6;6.197823690785379E-6;3.81712605080657E-6
6.1;0.1;2.7095708319375777E-7;-5.048538998322895E-7;1.756359463158082E-6;-8.728969813498673E-6;-4.401579330499928E-6;1.2238285028661435E-5;3.5772228847796416E-6;1.2743632551716935E-5;2.6894959968503962E-6;-2.781862231904834E-6;-6.574211623921866E-6;-6.982976224971465E-6;-7.547136600403834E-6;-9.021557935584547E-6;9.114857753141299E-6;2.1040244752876207E-6;-7.192044073760955E-6;-1.0711839102906161E-5;-3.5808983075874396E-6;7.866776814119608E-6;-7.678127702734294E-7;-2.0609443542721E-6;9.944277068023133E-6;7.581268526903511E-6;2.7053097866460306E-6;-1.2875747157517436E-5;-1.911974297091649E-7;5.084686741713563E-6;6.682087937484787E-6;5.441688939025489E-6
6.3;0.1;2.5775426348914077E-7;-5.455264381919682E-7;1.8624436365392792E-6;-8.996916459064787E-6;-4.1195489545655745E-6;1.2177855308026583E-5;4.210972006485962E-6;1.2393829631063628E-5;3.0078899270042326E-6;-2.0408418555437468E-6;-6.6728689703817535E-6;-6.985325182008461E-6;-8.231820333520628E-6;-8.160422646684401E-6;1.0354375867908473E-5;2.2138528372136327E-6;-8.307729844740606E-6;-9.743508819868432E-6;-5.018226176972959E-6;6.764503068316246E-6;5.983863265584248E-7;-1.5359542520274276E-6;1.0940587047630151E-5;5.747612479455534E-6;3.476498659300319E-6;-1.2850300813318191E-5;-3.9643779446650394E-7;4.486804247585542E-6;6.750615153487883E-6;6.896715314622874E-6
6.5;0.1;2.445514508437212E-7;-5.86198956846763E-7;1.968527748911665E-6;-9.26486293144054E-6;-3.837518554374234E-6;1.2117425222887342E-5;4.836615999847402E-6;1.199117506781232E-5;3.3728704384447944E-6;-1.2564934148456095E-6;-6.711814393702565E-6;-7.043898228524896E-6;-8.74611610011192E-6;-7.185794540216516E-6;1.1401905356099531E-5;2.2011551967970964E-6;-9.168569377777078E-6;-8.60885890326224E-6;-6.50952346073518E-6;5.6363578317987105E-6;2.014625753431503E-6;-1.0315099863670382E-6;1.1580791462827533E-5;3.814990025097995E-6;4.2030548378064E-6;-1.2278240331443453E-5;-1.0521142020944862E-6;3.3504962632325347E-6;6.422953633358495E-6;8.116528996535675E-6
6.7;0.1;2.3134864316284054E-7;-6.268714550386844E-7;2.0746118036290377E-6;-9.532809231127504E-6;-3.555488141842056E-6;1.205699479463767E-5;5.45308925826463E-6;1.1538072550289774E-5;3.78160709652493E-6;-4.343963310943599E-7;-6.6927427485680965E-6;-7.158642565705085E-6;-9.074120254893376E-6;-6.110584357997866E-6;1.224023107003563E-5;2.057090019902338E-6;-9.75164486971422E-6;-7.329286745926322E-6;-7.985514740617869E-6;4.540117672970852E-6;3.418141724959618E-6;-5.903561822185982E-7;1.184552785853086E-5;1.860126904314918E-6;4.824724719852773E-6;-1.121818534051513E-5;-2.110839644487836E-6;1.7373944130884724E-6;5.751488998856465E-6;9.042578617513455E-6
6.8999999999999995;0.1;2.181458383852375E-7;-6.675439319329941E-7;2.1806958044349287E-6;-9.800755360214765E-6;-3.273457727478022E-6;1.1996564044875998E-5;6.059411948314902E-6;1.1037191948226746E-5;4.230976326741735E-6;4.1959578369747316E-7;-6.61784257947763E-6;-7.328242908256845E-6;-9.204248083148055E-6;-4.948870909719581E-6;1.2856791525985575E-5;1.7764872977380925E-6;-1.0042161610719508E-5;-5.928886742218038E-6;-9.377440247433037E-6;3.532292329637988E-6;4.746208415407033E-6;-2.522812109470221E-7;1.1727976299741936E-5;-4.114269372045994E-8;5.28485081842394E-6;-9.766159514181496E-6;-3.494395516186084E-6;-2.528157031694144E-7;4.8171523066510505E-6;9.626546513424812E-6
7.1;0.1;2.049430344303087E-7;-7.082163869265414E-7;2.286779755636703E-6;-1.006870132271062E-5;-2.991427320244982E-6;1.1936132995834823E-5;6.654701971542455E-6;1.0491436729542284E-5;4.717608704715323E-6;1.2994439575492008E-6;-6.4897539479948055E-6;-7.550165407899465E-6;-9.12946665391388E-6;-3.7156489069013373E-6;1.3243913417044213E-5;1.357978030496084E-6;-1.0033825703557249E-5;-4.4338324777429705E-6;-1.0620256119720472E-5;2.6652994565173206E-6;5.939272362690992E-6;-5.2061498230286486E-8;1.1234023902654564E-5;-1.8173929250067886E-6;5.533856164467499E-6;-8.047655106852908E-6;-5.0996468021149835E-6;-2.490137659274008E-6;3.7226234778947074E-6;9.833261945255812E-6
7.3;0.1;1.9174022936342463E-7;-7.488888198361833E-7;2.3928636620906013E-6;-1.033664712522154E-5;-2.709396927492908E-6;1.1875701671300404E-5;7.238167932756178E-6;9.903914948571925E-6;5.237929927273348E-6;2.19897599293126E-6;-6.311500669638392E-6;-7.820721700868888E-6;-8.847339668344826E-6;-2.4266135386653825E-6;1.3398761705978139E-5;8.040024732162693E-7;-9.72874517683797E-6;-2.8717881582897477E-6;-1.1655368387414812E-5;1.985005978835072E-6;6.943642409534533E-6;-1.7737875845532848E-8;1.038163469879411E-5;-3.404537883080756E-6;5.532100039926219E-6;-6.207470603539753E-6;-6.806140734948451E-6;-4.824029011164187E-6;2.5837731757942064E-6;9.642480622493329E-6
7.5;0.1;1.7853742157119968E-7;-7.895612310815214E-7;2.4989475291548785E-6;-1.0604592777428931E-5;-2.4273665550264564E-6;1.1815270097308522E-5;7.809138458005829E-6;9.27790032509984E-6;5.788218106243176E-6;3.1120178317452044E-6;-6.0864581879020614E-6;-8.135182250912654E-6;-8.360018151017164E-6;-1.0978260564324465E-6;1.332339820545361E-5;1.2067298424959997E-7;-9.137356327928043E-6;-1.271138271407966E-6;-1.2433311490390499E-5;1.5284762510978346E-6;7.71417236697705E-6;-1.6921154855955997E-7;9.20027203412298E-6;-4.748814984683939E-6;5.252412973079466E-6;-4.398205115934836E-6;-8.485244256850966E-6;-7.095075318863305E-6;1.520089920142081E-6;9.050846419990346E-6
7.7;0.1;1.6533461008436597E-7;-8.30233622099217E-7;2.605031362667005E-6;-1.0872538292701073E-5;-2.145336207175384E-6;1.1754838302967888E-5;8.36706808497147E-6;8.616797733817746E-6;6.364656510851761E-6;4.032485225016141E-6;-5.8182860260844185E-6;-8.487919996967319E-6;-7.674038045773932E-6;2.545959217511094E-7;1.3024516109314012E-5;-6.824904871188973E-7;-8.27778259549266E-6;3.397450355991394E-7;-1.2915721552858137E-5;1.3223544791557499E-6;8.216202629787538E-6;-5.173471236171671E-7;7.729397207088772E-6;-5.808809951698995E-6;4.681624734977573E-6;-2.768389179613492E-6;-1.000964695510218E-5;-9.146892720405894E-6;6.449516012217454E-7;8.07218785505255E-6
7.9;0.1;1.521317943729629E-7;-8.709059952624862E-7;2.711115169032406E-6;-1.1140483687813704E-5;-1.8633058867642503E-6;1.1694406320144794E-5;8.911538332551102E-6;7.9240988149299E-6;6.963393914299396E-6;4.954465199118494E-6;-5.510858505150153E-6;-8.872567977762937E-6;-6.800033112575146E-6;1.6147128133016536E-6;1.251311533538975E-5;-1.5928664082293102E-6;-7.175201743383806E-6;1.93303761895794E-6;-1.3076930334434099E-5;1.3816108706786016E-6;8.427145185133983E-6;-1.0633373007682301E-6;6.017218594113256E-6;-6.556997085675126E-6;3.821776200675515E-6;-1.4507445012344726E-6;-1.1262968042985295E-5;-1.0838046504180054E-5;5.600363824894042E-8;6.737931906716999E-6
8.100000000000001;0.1;1.3892897419348755E-7;-9.11578353357512E-7;2.8171989548636667E-6;-1.1408428982039283E-5;-1.5812755952064148E-6;1.163397418240026E-5;9.442313931751182E-6;7.2033410626672386E-6;7.580612650443358E-6;5.872430079684254E-6;-5.168226833375217E-6;-9.282246069553204E-6;-5.752289773671728E-6;2.9673756347415114E-6;1.1804130423362083E-5;-2.5953657700551663E-6;-5.860597404001384E-6;3.4827096387221876E-6;-1.2904768426767038E-5;1.7091241933859983E-6;8.337294307842497E-6;-1.7990248988496307E-6;4.118054963412747E-6;-6.980762864279518E-6;2.689521996614465E-6;-5.524394424612161E-7;-1.2148080281846197E-5;-1.2052398735684537E-5;-1.7225048032062642E-7;5.0950202162917774E-6
8.299999999999999;0.1;1.257261493880929E-7;-9.522506989934295E-7;2.9232827266885326E-6;-1.1676374196486834E-5;-1.2992453324732266E-6;1.1573541924021485E-5;9.959315855771563E-6;6.458061980680939E-6;8.21259160933589E-6;6.781266697281678E-6;-4.794520451633168E-6;-9.709774540339698E-6;-4.54819521274236E-6;4.298341926976793E-6;1.0915756838161927E-5;-3.672902643181042E-6;-4.369629648342672E-6;4.964742425253804E-6;-1.2400742688886993E-5;2.2958058404175577E-6;7.94994191542815E-6;-2.7072618152641773E-6;2.090667210994991E-6;-7.082084760705178E-6;1.3156870395556763E-6;-1.4711205370923917E-7;-1.2594191443770582E-5;-1.2707468182635093E-5;5.2451979735745E-9;3.204655658112517E-6
8.5;0.1;1.1252331978512823E-7;-9.929230343816497E-7;3.0293664906613675E-6;-1.1944319352933332E-5;-1.0172150972789097E-6;1.151310957862216E-5;1.046267504467204E-5;5.6917535204286015E-6;8.85578167226605E-6;7.676495818716278E-6;-4.393898052347085E-6;-1.0147950850478864E-5;-3.2075622098734363E-6;5.594906029941652E-6;9.868829768375337E-6;-4.807228365814011E-6;-2.7409020272050914E-6;6.358298826831839E-6;-1.157940807087788E-5;3.121520667881001E-6;7.2807244665385775E-6;-3.7632765427132855E-6;-4.89663039298511E-9;-6.876856628455925E-6;-2.5716491206139934E-7;-2.702950446357329E-7;-1.2561268041661167E-5;-1.275967420247019E-5;6.013278729023304E-7;1.1383220967044077E-6
8.7;0.1;9.932048527527491E-8;-1.033595361339933E-6;3.1354502522424177E-6;-1.2212264472579949E-5;-7.35184887179374E-7;1.1452677177609275E-5;1.0952730276462206E-5;4.907803275035117E-6;9.506889522767146E-6;8.55438507122613E-6;-3.97044657226136E-6;-1.0589860580228908E-5;-1.7517698867881613E-6;6.846253844457066E-6;8.685899133827755E-6;-5.9797672449967275E-6;-1.01409438480979E-6;7.6462877135661E-6;-1.0466919269601466E-5;4.156807900132449E-6;6.356093231460839E-6;-4.9364204379675244E-6;-2.1100849426155792E-6;-6.39291884229857E-6;-1.9776206568223367E-6;-9.182107667584219E-7;-1.2042010868599307E-5;-1.2206205113054533E-5;1.5964990939169228E-6;-1.02626196066314E-6
8.9;0.1;8.61176454651031E-8;-1.0742676816313148E-6;3.2415340166796956E-6;-1.248020957518805E-5;-4.5315469882446127E-7;1.1392244749268233E-5;1.1430067071710933E-5;4.1094711481762465E-6;1.0162933380424198E-5;9.41211152169378E-6;-3.5281480502939376E-6;-1.102914494213453E-5;-2.0306388449171012E-7;8.043940376688417E-6;7.390564165376813E-6;-7.172431198454965E-6;7.717697458534574E-7;8.816160821175668E-6;-9.0992365586226E-6;5.364855911940521E-6;5.21145717954255E-6;-6.192181510200402E-6;-4.170625085039688E-6;-5.667956077216333E-6;-3.7889015572783353E-6;-2.05000647766638E-6;-1.1060827677716324E-5;-1.1083340412416824E-5;2.94184068922977E-6;-3.2097462079700246E-6
9.1;0.1;7.291480002772599E-8;-1.11493999700397E-6;3.3476177884748374E-6;-1.2748154677972972E-5;-1.7112452819685514E-7;1.133181231746956E-5;1.1895524356446855E-5;3.2998254357512058E-6;1.0821338291369444E-5;1.0247911617694122E-5;-3.0707796984130693E-6;-1.1460377469138263E-5;1.416494397367894E-6;9.182357204841236E-6;6.006397200912579E-6;-8.368674585371856E-6;2.5806220787775103E-6;9.86061095870105E-6;-7.5193478336204215E-6;6.704504333025662E-6;3.888296646355003E-6;-7.494950348822897E-6;-6.139839855725235E-6;-4.746140767120832E-6;-5.633509183593051E-6;-3.5938214416242565E-6;-9.66997051816681E-6;-9.461022753613172E-6;4.565264967633429E-6;-5.336998296694793E-6
9.3;0.1;5.971194913324371E-8;-1.1556123092075875E-6;3.453701570744321E-6;-1.3016099794369778E-5;1.1090562904140605E-7;1.1271379900376083E-5;1.235026301234193E-5;2.481695652916809E-6;1.148003059332009E-5;1.1061365983217737E-5;-2.6018676772653153E-6;-1.1879472106192335E-5;3.086025465092343E-6;1.0259578752849583E-5;4.5560545022956024E-6;-9.554727116985381E-6;4.381920716294024E-6;1.0779009995643463E-5;-5.774214685758312E-6;8.133559279647374E-6;2.4309876507394504E-6;-8.81129689221958E-6;-7.982903889415761E-6;-3.674809656308675E-6;-7.458989895582403E-6;-5.455871135504369E-6;-7.943048836619739E-6;-7.4343976156692855E-6;6.380717180880725E-6;-7.344628224789109E-6
9.5;0.1;4.650909369186504E-8;-1.19628462018184E-6;3.559785365016989E-6;-1.328404493318333E-5;3.929357772319897E-7;1.1210947509580916E-5;1.2795784707811561E-5;1.657621676262392E-6;1.2137531181226414E-5;1.1853579678929173E-5;-2.1246141971748345E-6;-1.2284120111030366E-5;4.786931541590521E-6;1.1277949287878994E-5;3.060234734522398E-6;-1.0720799174048846E-5;6.153193737716308E-6;1.1578379295877323E-5;-3.911131345139299E-6;9.612764878843455E-6;8.830015422851395E-7;-1.0113556694891653E-5;-9.680712377057123E-6;-2.500298072564672E-6;-9.224024897101276E-6;-7.53307965409192E-6;-5.965907409818005E-6;-5.111923332792013E-6;8.300178747750798E-6;-9.188534463386596E-6
9.7;0.1;3.330623494510732E-8;-1.2369569313569392E-6;3.665869170775147E-6;-1.3551990097282657E-5;6.749659202998483E-7;1.1150515148862263E-5;1.3234033450915251E-5;8.298096059049004E-7;1.279307343441291E-5;1.2627580306729424E-5;-1.641870843893901E-6;-1.2674348037269217E-5;6.503995654705308E-6;1.2245306062373362E-5;1.5368090522755916E-6;-1.186265623104307E-5;7.88325167489863E-6;1.2275673278845118E-5;-1.9741349448714186E-6;1.1110042566369964E-5;-7.169444215994531E-7;-1.138416079444414E-5;-1.1235814742841129E-5;-1.2641306957752443E-6;-1.0906234224565546E-5;-9.727289475250216E-6;-3.826393745153537E-6;-2.602266439196716E-6;1.0247876092656683E-5;-1.0854632276265393E-5
9.9;0.1;2.0103374213447874E-8;-1.2776292432875678E-6;3.771952985060747E-6;-1.3819935281971178E-5;9.569960612398902E-7;1.1090082812646689E-5;1.3667548010436282E-5;7.230752206196796E-11;1.3446768599927938E-5;1.3388898856054334E-5;-1.1561206460665655E-6;-1.305329658531577E-5;8.22668454215651E-6;1.3176772771073388E-5;-8.231096390313778E-11;-1.298371444235612E-5;9.576342069070184E-6;1.2901347911721583E-5;-1.8697593064499778E-10;1.2605608632440769E-5;-2.3391251738126823E-6;-1.2621220556448295E-5;-1.2680884216873456E-5;8.275630252966064E-10;-1.2512450830080517E-5;-1.1962104216050576E-5;-1.6031491892279584E-6;1.1436683517881489E-10;1.2177840938791928E-5;-1.2373952684034776E-5
